鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
信義區,房地(土地+建物),臺北市信義區松德路１７號,8.7,都市：其他:第三種住宅區。,,,1101010,土地2建物1車位0,一層，夾層,十四層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0740723,100.53999999999999,0,0,0,無,有,34880000,346927,,0.0,0,夾層；其他增建；,RPWOMLKKJIGGFDA37DA,58.28,29.71,0.0,有,022
士林區,土地,天山段一小段641-1地號,167.66,都市：其他:道路用地(公共設施用地)。42/2/2,,,1101022,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5004652,29850,,0.0,0,110年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPTNMLQKIIGGFEA57DA,0.0,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區福港街２６２巷１３號四樓,21.1,都市：其他:第三種住宅區。,,,1100927,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690126,79.27,3,2,1,有,無,12100000,152643,,0.0,0,陽台外推；其他增建；,RPTOMLKLIIGGFEA17DA,67.09,12.18,0.0,無,
北投區,房地(土地+建物),臺北市北投區中山北路七段２１９巷３弄１５５號六樓,25.85,都市：其他:第二種住宅區。,,,1101011,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731227,119.13000000000001,3,2,2,有,有,15500000,130110,,0.0,0,陽台外推；其他增建；,RPSPMLRLIIGGFEA87DA,105.71,8.91,0.0,有,
北投區,房地(土地+建物),臺北市北投區榮華三路３號三樓之２,27.12,都市：其他:第三種住宅區。,,,1100921,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),,鋼筋混凝土造,0701118,194.89,4,2,4,有,有,36500000,187285,,0.0,0,陽台外推；其他增建；,RPRPMLPJJIGGFEA47DA,145.42,27.65,0.0,有,
士林區,房地(土地+建物),臺北市士林區中山北路五段８２９巷９號二樓,38.75,都市：其他:第三種住宅區。,,,1101006,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650113,110.41,3,2,2,有,無,12000000,108686,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLSJJIGGFEA47DA,110.41,0.0,0.0,無,
士林區,土地,溪洲段一小段457地號,33.0,都市：其他:產業服務區(細部計畫尚未完成，尚未能准許依變更後計畫用途使用) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1101104,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2225000,67424,,0.0,0,,RPPOMLKKJIGGFEA76DA,0.0,0.0,0.0,無,
北投區,房地(土地+建物)+車位,臺北市北投區光明路２０３號二十一樓,21.37,都市：其他:特定觀光商業專用區。,,,1100917,土地2建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1060731,216.42000000000002,2,2,3,有,有,43360000,212329,坡道機械,22.57,2200000,,RPROMLSJJIGGFEA67DA,104.44,19.33,0.0,有,023
北投區,房地(土地+建物),臺北市北投區建民路１６１之１１號四樓,11.2,都市：其他:第三種住宅區。,,,1100918,土地1建物1車位0,四層，陽臺,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0650907,57.37,2,2,1,有,有,11000000,191738,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPQNMLTJJIGGFEA57DA,57.37,0.0,0.0,有,024
北投區,房地(土地+建物)+車位,臺北市北投區行義路１０巷７號三樓,18.03,都市：其他:第三種住宅區。,,,1100922,土地1建物1車位2,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060929,117.53999999999999,2,2,1,有,有,20000000,205861,塔式車位,34.96,3000000,陽台外推；夾層；其他增建；,RPVNMLTJJIGGFEA08DA,37.7,13.07,0.0,有,025
北投區,房地(土地+建物),臺北市北投區光明路２０３號三樓,7.34,都市：其他:特定觀光商業專用區。,,,1101018,土地2建物1車位0,三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1060731,68.4,1,1,2,有,有,14200000,207602,,0.0,0,,RPTOMLTJJIGGFEA97DA,39.28,3.85,0.0,有,026
大安區,房地(土地+建物),臺北市大安區安和路二段８８號六樓,20.73,都市：其他:第三種住宅區。,,,1101002,土地2建物1車位0,六層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780810,206.49,4,2,2,有,有,68680000,332607,,0.0,0,陽台外推；其他增建；,RPTOMLLLIIGGFFA37DA,146.61,30.21,0.0,有,027
大安區,房地(土地+建物),臺北市大安區羅斯福路二段３３號七樓之５,9.36,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1101002,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0670113,98.26,0,0,1,有,有,27350000,278343,,0.0,0,,RPSOMLKLIIGGFFA17DA,79.45,0.0,0.0,有,
大安區,房地(土地+建物),臺北市大安區復興南路二段２３７號十樓之１２,6.45,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1101023,土地3建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0860203,69.02,0,0,0,無,有,18600000,269487,,0.0,0,陽台外推；,RPXNMLQLIIGGFFA18DA,40.59,8.06,0.0,有,
大安區,房地(土地+建物)+車位,臺北市大安區信義路二段１９８巷４２號四樓之６,15.73,都市：其他:第三種住宅區。,,,1101003,土地1建物1車位1,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841003,72.92,1,1,1,有,有,19500000,267416,坡道平面,0.0,3500000,陽台外推；夾層；,RPQNMLTJJIGGFFA67DA,25.24,5.41,0.0,有,
文山區,房地(土地+建物),臺北市文山區興隆路二段３５１號二樓,53.0,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1101018,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620313,137.99,0,0,0,無,無,26000000,188419,,0.0,0,,RPQNMLTJJIGGFAA27EA,130.21,7.78,0.0,無,
中正區,房地(土地+建物),臺北市中正區汀州路一段１２５巷１１號三樓,12.88,都市：其他:第三之一種住宅區。,,,1101001,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,43.150000000000006,2,1,1,有,無,3584349,83067,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTPMLTJJIGGFAA77EA,34.25,6.13,0.0,無,
大同區,房地(土地+建物),臺北市大同區環河北路二段１６１巷３號四樓,3.19,都市：其他:第三之一種住宅區 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1101022,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731120,12.73,3,1,2,有,無,1000000,78493,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWOMLSJJIGGFBA97EA,9.97,1.05,0.0,無,028
中正區,房地(土地+建物),臺北市中正區連雲街５６號,32.02,都市：其他:第三種住宅區。,,,1100930,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0820602,120.75,3,1,2,有,無,16000000,132505,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLTJJIGGFBA67EA,89.78,6.23,0.0,無,
中正區,土地,成功段一小段45-1地號,340.0,都市：其他:資訊產業專用區(依都市計畫說明書圖規定辦理)(依都市計畫說明書圖規定辦理)。,,,1101102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,150000000,441176,,0.0,0,權利人為土地法104條之優先購買權人,RPSOMLTJJIGGFBA67EA,0.0,0.0,0.0,無,029
萬華區,房地(土地+建物),臺北市萬華區環河南路一段３３號,0.9,都市：其他:第四種商業區。,,,1101028,土地2建物1車位0,全,二層,透天厝,住家用,︰煉瓦造,,2.57,4,2,2,有,無,955800,371907,,0.0,0,,RPPOMLKKJIGGFBA56EA,2.55,0.02,0.0,無,030
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段１１７號七樓,23.62,都市：其他:第三種商業區。,,,1101005,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0970130,237.87,3,1,3,有,有,45000000,189179,坡道平面,14.96,0,,RPSNMLTKIIGGFCA67EA,126.45,17.41,0.0,有,
中山區,房地(土地+建物),臺北市中山區合江街１７巷１５號六樓之５,18.94,都市：其他:第三種住宅區。,,,1100913,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820518,74.77000000000001,2,1,1,有,有,16000000,213990,,0.0,0,陽台外推；其他增建；,RPWOMLPLIIGGFCA87EA,43.09,6.29,0.0,有,031
中山區,房地(土地+建物),臺北市中山區合江街５８巷２０號三樓,33.13,都市：其他:第三種住宅區。,,,1101013,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0921119,136.75,2,2,2,有,無,31100000,227422,,0.0,0,,RPWOMLLJJIGGFCA37EA,69.1,8.75,0.0,有,
中山區,房地(土地+建物),臺北市中山區天津街６６號二樓,42.47,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1100812,土地1建物1車位0,二層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0661024,323.03999999999996,0,0,0,無,有,51800000,160352,,0.0,0,陽台外推；,RPSQMLSJJIGGFCA87EA,243.58,21.51,0.0,有,032
中山區,房地(土地+建物),臺北市中山區新生北路三段１號九樓之２２,2.79,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之貳種住宅區) 但是否在第三種商業區(原屬第參之貳種住宅區於七十九年九月十三日變更為第貳種商業區又於八十四年九月二十七日調整為第參種商業區(均應依前述都市計畫說明書圖規定辦理))。,,,1100917,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700122,27.48,0,0,0,無,有,4800000,174672,,0.0,0,,RPRQMLTJJIGGFCA87EA,19.46,0.0,0.0,有,033
南港區,房地(土地+建物)+車位,臺北市南港區園區街３之２號十二樓之１,431.42,都市：其他:軟體工業園區（供軟體工業使用）(不得作住宅使用)。,,,1100916,土地1建物1車位12,十二層,二十一層,廠辦,其他,鋼骨造,0920130,2500.26,0,0,0,無,有,377824770,182993,坡道平面,570.0,24600000,,RPRPMLOKRHGGFDA18EA,1271.71,0.0,0.0,有,
南港區,房地(土地+建物)+車位,臺北市南港區三重路４１巷３７號十二樓之２,61.78,都市：其他:住宅區(特)。,,,1100823,土地1建物1車位3,十二層，十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010119,555.68,0,2,2,有,有,111000000,231068,坡道平面,107.76,7500000,,RPTQMLSLIIGGFDA18EA,247.01,57.88,0.0,有,
南港區,房地(土地+建物)+車位,臺北市南港區園區街２８號九樓,38.96,都市：其他:住宅區(特)。,,,1100907,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020521,254.88,4,2,2,有,有,56600000,222065,坡道平面,0.0,0,,RPPNMLKKJIGGFDA66EA,125.17,19.5,0.0,有,034
信義區,土地,雅祥段三小段694地號,2.94,都市：其他:道路用地(公共設施用地)。51/2/2,,,1100831,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,156674,53290,,0.0,0,包含公共設施保留地用地；,RPQNMLKKJIGGFDA76EA,0.0,0.0,0.0,無,035
松山區,房地(土地+建物),臺北市松山區民生東路三段１１３巷２５弄４５號,16.58,都市：其他:第三種住宅區。,,,1100911,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0720426,77.08,2,2,1,有,有,30000000,389206,,0.0,0,,RPOQMLSLIIGGFDA67EA,63.02,6.58,0.0,有,
信義區,土地,逸仙段三小段511地號,2.0,都市：其他:道路用地(公共設施用地)。48/11/4,,,1101022,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,247667,123834,,0.0,0,包含公共設施保留地用地；,RPWNMLTJJIGGFDA18EA,0.0,0.0,0.0,無,036
士林區,土地,富安段二小段237地號,176.75,都市：其他:商業區(細部計畫尚未完成，尚未能准許依變更後計畫用途使用)。,,,1100819,土地2建物0車位0,,,其他,,,,0.0,4,2,2,有,無,7000000,39604,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPOPMLTJJIGGFEA67EA,0.0,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區承德路四段１巷２１號九樓,24.09,都市：其他:第三種住宅區。,,,1101103,土地4建物1車位0,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701231,151.62,1,3,1,有,有,24000000,158290,,0.0,0,,RPVNMLKKJIGGFEA37EA,108.48,13.14,0.0,有,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路二段３５０巷７２號九樓,45.5,都市：其他:第三種住宅區。,,,1101003,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040724,183.36,3,2,2,有,有,26000000,141798,坡道平面,0.0,0,其他增建；,RPXOMLKKJIGGFEA67EA,98.33,11.5,0.0,有,037
大安區,房地(土地+建物)+車位,臺北市大安區泰順街２４號四樓之１,10.07,都市：其他:第三種住宅區。,,,1100917,土地2建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840711,69.0,0,1,1,有,有,14820000,214783,升降機械,0.0,1800000,,RPOQMLNKIIGGFFA27EA,25.91,10.09,0.0,有,
大安區,房地(土地+建物)+車位,臺北市大安區泰順街２４號四樓,20.17,都市：其他:第三種住宅區。,,,1100917,土地2建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840711,105.77,2,1,1,有,有,23680000,223882,升降機械,0.0,1800000,,RPPQMLNKIIGGFFA37EA,51.85,7.77,0.0,有,
大安區,房地(土地+建物)+車位,臺北市大安區瑞安街１４２巷８號十二樓之３,10.35,都市：其他:第三種住宅區。,,,1101017,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960623,47.79,1,2,1,有,有,17980000,340870,塔式車位,0.91,2000000,,RPQNMLLJJIGGFFA96EA,25.4,7.35,0.0,有,
大安區,房地(土地+建物),臺北市大安區信義路四段２６５巷２１弄２２號三樓,19.74,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1100928,土地7建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0681210,91.77,2,2,2,有,有,25500000,277869,,0.0,0,,RPXNMLOJJIGGFFA97EA,68.36,13.1,0.0,有,038
大安區,土地,仁愛段一小段607-18地號,0.94,都市：其他:道路用地(公共設施用地)。61/3/27,,,1101028,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,55000,0,,0.0,0,包含公共設施保留地用地；,RPXPMLSJJIGGFFA58EA,0.0,0.0,0.0,無,
大安區,房地(土地+建物),臺北市大安區復興南路一段９０號八樓之３,9.1,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1101010,土地3建物1車位0,八層,十六層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0701230,104.75,3,2,2,有,有,28500000,272076,,0.0,0,,RPSNMLTJJIGGFFA97EA,85.3,4.26,0.0,有,039
大安區,房地(土地+建物),臺北市大安區復興南路二段２７號七樓之１,4.54,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1101006,土地1建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0840907,38.24,1,1,1,有,有,11800000,308577,,0.0,0,,RPUNMLTJJIGGFFA18EA,25.57,1.6,0.0,有,040
大安區,土地,學府段一小段403地號,8.5,都市：其他:道路用地(公共設施用地)。62/9/14,,,1100831,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,517310,60860,,0.0,0,包含公共設施保留地用地；,RPRNMLKKJIGGFFA07EA,0.0,0.0,0.0,無,041
大安區,房地(土地+建物),臺北市大安區和平東路二段３５７巷５號三樓,26.25,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1101016,土地2建物2車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600301,72.36999999999999,3,2,2,有,無,20300000,280542,,0.0,0,,RPVNMLKKJIGGFFA47EA,59.79,7.59,0.0,無,042
